2018-07-05,185.2600,186.4100,184.2800,185.4000,16604248
2018-07-03,187.7900,187.9500,183.5400,183.9200,13954806
2018-07-02,183.8200,187.3000,183.4200,187.1800,17731343
2018-06-29,186.2900,187.1900,182.9100,185.1100,22737666
2018-06-28,184.1000,186.2100,183.8000,185.5000,17365235
2018-06-27,185.2278,187.2800,184.0300,184.1600,25285328
2018-06-26,182.9900,186.5300,182.5400,184.4300,24569201
2018-06-25,183.4000,184.9200,180.7300,182.1700,31663096
2018-06-22,186.1200,186.1500,184.7000,184.9200,27200447
2018-06-21,187.2500,188.3500,184.9400,185.4600,25711898
